GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMD Apex,net.sourceforge.pmd.lang.apex.rule.apexunit,AbstractApexUnitTestRule,6,55,4,4,2,11,3,4,0,3
PMD Apex,net.sourceforge.pmd.cpd,ApexLanguage,14,0,0,0,2,0,1,0,1,0
PMD Apex,net.sourceforge.pmd.cpd,ApexTokenizer,31,0,0,0,8,0,1,0,1,0
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexDangerousMethodsRule,2,175,4,18,1,37,4,12,0,5
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexCRUDViolationRule,52,1390,39,144,12,287,39,88,1,34
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexSOQLInjectionRule,2,417,11,65,1,102,11,35,0,8
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexSuggestUsingNamedCredRule,25,193,14,22,7,51,12,13,0,7
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexCSRFRule,0,62,1,9,0,16,1,7,0,3
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,Helper,9,388,10,34,4,83,11,24,1,12
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexXSSFromEscapeFalseRule,2,106,6,10,1,28,6,6,0,4
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexSharingViolationsRule,10,154,7,23,2,38,6,15,0,6
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexXSSFromURLParamRule,11,582,12,69,3,110,13,41,1,12
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexBadCryptoRule,10,177,8,21,3,44,8,12,0,5
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexInsecureEndpointRule,1,174,5,19,1,47,5,17,0,10
PMD Apex,net.sourceforge.pmd.lang.apex.rule.security,ApexOpenRedirectRule,1,325,5,43,1,84,5,27,0,8
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBindExpressions,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlUpsertStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTForEachStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTThisMethodCallExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTTriggerVariableExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTInstanceOfExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ApexParser,11,60,1,3,3,18,1,5,0,4
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTVariableExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTExpressionStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewMapLiteralExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTMapEntryNode,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTClassRefExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTJavaMethodCallExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTVariableDeclaration,0,15,0,0,0,4,0,3,0,3
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ApexParser.TopLevelVisitor,0,25,0,0,0,10,0,6,0,6
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewSetLiteralExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTAnonymousClass,15,0,0,0,4,0,3,0,3,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserTrigger,11,23,0,0,4,6,1,2,1,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewListInitExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTField,0,15,0,0,0,4,0,3,0,3
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserClass,6,28,0,0,3,7,0,3,0,3
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlMergeStatement,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTStatement,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTThisVariableExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTAssignmentExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTPostfixExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTPackageVersionExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlDeleteStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDoLoopStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTReferenceExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserInterface,30,4,0,0,8,2,2,1,2,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBreakStatement,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTLiteralExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTTernaryExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTContinueStatement,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewSetInitExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTVariableDeclarationStatements,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,DumpFacade,129,0,14,0,31,0,11,0,4,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBooleanExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTReturnStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTFieldDeclarationStatements,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlInsertStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTStandardCondition,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlUpdateStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDottedExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewObjectExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTArrayStoreExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserClassMethods,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTModifierOrAnnotation,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTCatchBlockStatement,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTSuperMethodCallExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTArrayLoadExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserEnum,11,4,0,0,2,2,2,1,2,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewMapInitExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTJavaVariableExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ApexParserVisitorAdapter,410,0,0,0,83,0,82,0,82,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTThrowStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTForLoopStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBlockStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBinaryExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTSuperVariableExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTDmlUndeleteStatement,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTPrefixExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTModifierNode,97,9,14,0,8,3,15,2,8,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTUserExceptionMethods,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTAnnotationParameter,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTProperty,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTParameter,0,15,0,0,0,4,0,3,0,3
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTIfBlockStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTAnnotation,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTFieldDeclaration,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTTryCatchFinallyBlockStatement,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,AbstractApexNode,33,160,7,19,8,50,7,17,1,10
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTSoqlExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTIfElseBlockStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTConstructorPreambleStatement,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ApexTreeBuilder,76,642,1,7,20,180,9,77,8,74
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTRunAsBlockStatement,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewListLiteralExpression,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ApexRootNode,0,16,0,0,0,6,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTNewNameValueObjectExpression,5,4,0,0,1,2,1,1,1,1
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTBridgeMethodCreator,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTTestNode,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTMethod,0,42,0,4,0,12,0,7,0,5
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTSoslExpression,9,0,0,0,3,0,2,0,2,0
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTWhileLoopStatement,0,9,0,0,0,3,0,2,0,2
PMD Apex,net.sourceforge.pmd.lang.apex.ast,CompilerService,7,130,0,2,2,30,1,10,1,9
PMD Apex,net.sourceforge.pmd.lang.apex.ast,ASTMethodCallExpression,0,52,0,2,0,9,0,5,0,4
